college code,category,autonomous status,co.ed status,district,college name,course,total,oc,bc,bcm,mbc,sc,sca,st,general,7.5% reservation
1221,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya College of Engineering and Technology  Parivakkam  Poonamallee  Chennai 600056,CS,17.0,5.27,4.505,0.595,3.4,2.55,0.51,0.17,15.725000000000001,1.275
1221,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya College of Engineering and Technology  Parivakkam  Poonamallee  Chennai 600056,EC,27.0,8.37,7.155,0.945,5.4,4.05,0.81,0.27,24.975,2.025
1221,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya College of Engineering and Technology  Parivakkam  Poonamallee  Chennai 600056,MD,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
1221,MIN,Non Autonomous,Co.Ed,THIRUVALLUR,Jaya College of Engineering and Technology  Parivakkam  Poonamallee  Chennai 600056,ME,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
1221 Total,,,,,,,158.0,48.98,41.87,5.53,31.6,23.7,4.74,1.58,146.15,11.85
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,AD,21.0,6.51,5.565,0.735,4.2,3.15,0.63,0.21,19.425,1.575
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,AE,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,AU,26.0,8.06,6.89,0.91,5.2,3.9,0.78,0.26,24.05,1.95
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,CE,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,CS,79.0,24.49,20.935,2.765,15.8,11.85,2.37,0.79,73.075,5.925
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,EC,56.0,17.36,14.84,1.96,11.2,8.4,1.68,0.56,51.800000000000004,4.2
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,EE,26.0,8.06,6.89,0.91,5.2,3.9,0.78,0.26,24.05,1.95
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,IT,50.0,15.5,13.25,1.75,10.0,7.5,1.5,0.5,46.25,3.75
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1222,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,P B College of Engineering  Irungkattukottai  Sriperumpudur Taluk  Kancheepuram District 602117,SC,26.0,8.06,6.89,0.91,5.2,3.9,0.78,0.26,24.05,1.95
1222 Total,,,,,,,353.0,109.43,93.545,12.355,70.6,52.95,10.59,3.53,326.52500000000003,26.474999999999998
1225,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Loyola Institute of Technology  Mevaloorkuppam  B Village  Palanchoor  Nazarethpet Post  Chennai 600123,AD,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1225,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Loyola Institute of Technology  Mevaloorkuppam  B Village  Palanchoor  Nazarethpet Post  Chennai 600123,ME,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1225,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Loyola Institute of Technology  Mevaloorkuppam  B Village  Palanchoor  Nazarethpet Post  Chennai 600123,SC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1225 Total,,,,,,,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,AD,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,CS,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,EC,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,IT,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
1226,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,P T Lee Chengalvaraya Naicker College of Engineering and Technology  Oovery  Veliyur Post  Kancheepuram District 631 502,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1226 Total,,,,,,,333.0,103.23,88.245,11.655,66.6,49.95,9.99,3.33,308.02500000000003,24.974999999999998
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,BM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,EC,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,IT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1228,NM,Non Autonomous,Co.Ed,CHENNAI,Alpha College of Engineering  No.34  Udayavar Koil Street  Poonamallee  Thirumazhisai  Chennai - 600124,ME,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1228 Total,,,,,,,191.0,59.21,50.615,6.685,38.2,28.65,5.73,1.91,176.675,14.325
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,AD,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,CE,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,CS,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,EC,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,EE,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
1229,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Indira Institute of Engineering and Technology  VGR Gardens  Pandur  Thiruvallur District 631203,ME,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
1229 Total,,,,,,,270.0,83.7,71.55,9.45,54.0,40.5,8.1,2.7,249.75,20.25
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,AD,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,AE,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,CB,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,EC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,EE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1230,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Apollo Engineering College  Mevaloorkuppam  Valarpuram Post  Sriperumpudur  Kancheepuram District 602105,SC,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1230 Total,,,,,,,268.0,83.08,71.02,9.38,53.6,40.2,8.04,2.68,247.9,20.099999999999998
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,CE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,EC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,EE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,IT,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1232,NM,Non Autonomous,Co.Ed,CHENGALPET,A R M College of Engineering and Technology  Sattamangalam  Maraimalainagar  Chengalpattu District 603209,SC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1232 Total,,,,,,,268.0,83.08,71.02,9.38,53.6,40.2,8.04,2.68,247.9,20.099999999999998
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,AD,44.0,13.64,11.66,1.54,8.8,6.6,1.32,0.44,40.7,3.3
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,CS,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,EC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,IT,44.0,13.64,11.66,1.54,8.8,6.6,1.32,0.44,40.7,3.3
1233,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Adhi College of Engineering and Technology  Pazhayaseevaram  Madura Sankarapuram Village  Kancheepuram District 631605,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1233 Total,,,,,,,314.0,97.34,83.21,10.99,62.8,47.1,9.42,3.14,290.45,23.55
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,CE,53.0,16.43,14.045,1.855,10.6,7.95,1.59,0.53,49.025000000000006,3.9749999999999996
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,CS,55.0,17.05,14.575,1.925,11.0,8.25,1.65,0.55,50.875,4.125
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,EC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,EE,54.0,16.74,14.31,1.89,10.8,8.1,1.62,0.54,49.95,4.05
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,IT,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1235,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Jei Mathaajee College of Engineering  Vishaandikuppam Karappettai (via)  Siruvakkam  Kancheepuram District 631 552,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1235 Total,,,,,,,235.0,72.85,62.275,8.225,47.0,35.25,7.05,2.35,217.375,17.625
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,AD,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,CS,153.0,47.43,40.545,5.355,30.6,22.95,4.59,1.53,141.525,11.475
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,EC,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,EE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,IT,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,ME,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
1237,NM,Non Autonomous,Co.Ed,THIRUVALLUR,Velammal Institute of Technology  Chennai-Kolkatta Highway  Panchetti Village  Ponneri Taluk  Thiruvallur District 601204,MZ,24.0,7.44,6.36,0.84,4.8,3.6,0.72,0.24,22.200000000000003,1.7999999999999998
1237 Total,,,,,,,431.0,133.61,114.215,15.085,86.2,64.65,12.93,4.31,398.675,32.324999999999996
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,BM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,CS,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,EC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,EE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
1238,NM,Non Autonomous,Co.Ed,THIRUVALLUR,G R T Institute of Engineering and Technology  GRT Mahalakshmi Nagar  Chennai-Tirupathi Highway  Tiruttani Taluk  Thiruvallur District 631209,ME,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
1238 Total,,,,,,,229.0,70.99,60.685,8.015,45.8,34.35,6.87,2.29,211.82500000000002,17.175
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,AD,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,CS,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,EC,48.0,14.88,12.72,1.68,9.6,7.2,1.44,0.48,44.400000000000006,3.5999999999999996
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,EE,24.0,7.44,6.36,0.84,4.8,3.6,0.72,0.24,22.200000000000003,1.7999999999999998
1241,NM,Non Autonomous,Co.Ed,THIRUVALLUR,T J S Engineering College  Peruvoyal  Near Kavaraipettai  Gummidipoondi Taluk  Thiruvallur District 601206,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
1241 Total,,,,,,,206.0,63.86,54.59,7.21,41.2,30.9,6.18,2.06,190.55,15.45
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,AD,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,CE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,CS,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,EC,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,EE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,IT,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,ME,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1243,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Madha Institute of Engineering and Technology  Erandamkattalai Village  Sadhananthapuram  Thandalam Post  Chennai  602101,SC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1243 Total,,,,,,,235.0,72.85,62.275,8.225,47.0,35.25,7.05,2.35,217.375,17.625
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,AD,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CB,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CE,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,CS,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,EC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,EE,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,IT,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,ME,14.0,4.34,3.71,0.49,2.8,2.1,0.42,0.14,12.950000000000001,1.05
1301,MIN,Non Autonomous,Co.Ed,CHENGALPET,Mohammed Sathak A J College of Engineering  Old Mahabalipuram Road (OMR)  Egattur  Chengalpattu District 603103,SC,15.0,4.65,3.975,0.525,3.0,2.25,0.45,0.15,13.875,1.125
1301 Total,,,,,,,176.0,54.56,46.64,6.16,35.2,26.4,5.28,1.76,162.8,13.2
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,AD,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
1303,NM,Non Autonomous,Co.Ed,CHENGALPET,Anand Institute of Higher Technology  Old Mahabalipuram Road (OMR)  Kazhipattur  Chengalpattu District  603103,AG,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
